0,300
10,300
20,300
30,300
40,300
50,300
60,300
70,300
80,300
90,300
100,300
110,300
120,300
130,300
140,300
150,300
160,300
170,300
180,300
190,300
200,300
210,300
220,300
230,300
240,300
250,300
260,300
270,300
280,300
290,300
300,300
310,300
320,300
330,300
340,300
350,300
360,300
370,300
380,300
390,300
400,300
410,300
420,300
430,300
440,300
450,300
460,300
470,300
480,300
490,300
500,300
510,300
520,300
530,300
540,300
550,300
560,300
570,300
580,300
590,300
600,300
610,300
620,300
630,300
640,300
650,300
660,300
670,300
680,300
690,300
700,300
710,300
720,300
730,300
740,300
750,300
760,300
770,300
780,300
790,300
800,300
810,300
820,300
830,300
840,300
850,300
860,300
870,300
880,300
890,300
900,300
910,300
920,300
930,300
940,300
950,300
960,300
970,300
980,300
990,300
1000,300
1010,300
1020,300
1030,300
1040,300
1050,300
1060,300
1070,300
1080,300
1090,300
1100,300
1110,300
1120,300
1130,300
1140,300
1150,300
1160,300
1170,300
1180,300
1190,300
1200,300
1210,300
1220,300
1230,300
1240,300
1250,300
1260,300
1270,300
1280,300
1290,300
1300,300
1310,300
1320,300
1330,300
1340,300
1350,300
1360,300
1370,300
1380,300
1390,300
1400,300
1410,300
1420,300
1430,300
1440,300
1450,300
1460,300
1470,300
1480,300
1490,300
1500,300
1510,300
1520,300
1530,300
1540,300
1550,300
1560,300
1570,300
1580,300
1590,300
1600,300
1610,300
1620,300
1630,300
1640,300
1650,300
1660,300
1670,300
1680,300
1690,300
1700,300
1710,300
1720,300
1730,300
1740,300
1750,300
1760,300
1770,300
1780,300
1790,300
1800,300
1810,300
1820,300
1830,300
1840,300
1850,300
1860,300
1870,300
1880,300
1890,300
1900,300
1910,300
1920,300
1930,300
1940,300
1950,300
1960,300
1970,300
1980,300
1990,300
2000,300
